code_origin,nom_origin,code_dest,nom_dest,origin_dest,flux_etudes_2010,flux_etudes_2011,flux_etudes_2012,flux_etudes_2013,flux_etudes_2014,flux_etudes_2015,flux_etudes_2016,flux_etudes_2017,flux_etudes_2018,flux_etudes_2019,flux_etudes_2020,flux_etudes_avg,flux_travail_2010,flux_travail_2011,flux_travail_2012,flux_travail_2013,flux_travail_2014,flux_travail_2015,flux_travail_2016,flux_travail_2017,flux_travail_2018,flux_travail_2019,flux_travail_2020,flux_travail_avg
95637,Vauréal,92062,Puteaux,95637_92062,0,0,0,0,0,0,0,0,0,0,0,0,148,156,183,174,185,165,158,145,159,159,166,163
95637,Vauréal,93066,Saint-Denis,95637_93066,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,106
95637,Vauréal,95018,Argenteuil,95637_95018,0,0,0,0,0,0,0,0,0,0,0,0,135,115,108,0,0,0,0,0,0,0,0,119
95637,Vauréal,95127,Cergy,95637_95127,404,376,396,374,338,342,339,325,348,342,333,356,913,885,885,968,956,951,956,955,918,911,906,928
95637,Vauréal,95218,Éragny,95637_95218,0,0,0,0,0,0,0,0,0,0,0,0,150,159,156,189,179,169,157,155,128,131,134,155
95637,Vauréal,95306,Herblay,95637_95306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,101
95637,Vauréal,95323,Jouy-le-Moutier,95637_95323,0,0,0,107,125,148,149,164,168,163,143,146,168,172,159,168,132,132,160,155,156,158,172,157
95637,Vauréal,95476,Osny,95637_95476,115,113,101,0,0,0,0,0,0,0,0,110,279,269,237,207,215,221,214,216,203,205,213,225
95637,Vauréal,95500,Pontoise,95637_95500,182,180,130,131,138,161,163,196,197,188,158,166,303,330,338,332,324,313,281,278,278,275,288,304
95637,Vauréal,95527,Roissy-en-France,95637_95527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,106,0,0,0,0,104
95637,Vauréal,95572,Saint-Ouen-l'Aumône,95637_95572,0,0,0,0,0,0,0,0,0,0,0,0,382,328,349,313,311,305,339,356,383,379,325,343
